,residue,split,target
6290,5m73.A.215,val,
6291,5m73.A.216,val,
6292,5m73.A.217,val,
6293,5m73.A.218,val,
6294,5m73.A.219,val,
6295,5m73.A.220,val,
6296,5m73.A.221,val,
6297,5m73.A.222,val,
6298,5m73.A.223,val,
6299,5m73.A.224,val,
6300,5m73.A.225,val,
6301,5m73.A.226,val,
6302,5m73.A.227,val,
6303,5m73.A.228,val,
6304,5m73.A.229,val,
6305,5m73.A.230,val,
6306,5m73.A.231,val,
6307,5m73.A.232,val,
6308,5m73.A.233,val,
6309,5m73.A.234,val,
6310,5m73.A.235,val,
6311,5m73.A.236,val,
6312,5m73.A.237,val,
6313,5m73.A.238,val,
6314,5m73.A.239,val,
6315,5m73.A.240,val,
6316,5m73.A.241,val,
6317,5m73.A.242,val,
6318,5m73.A.243,val,
6319,5m73.A.244,val,
6320,5m73.A.245,val,
6321,5m73.A.246,val,
6322,5m73.A.247,val,"{'name': 'GTP', 'id': ['H_GTP', 105, ' ']}"
6323,5m73.A.248,val,"{'name': 'GTP', 'id': ['H_GTP', 105, ' ']}"
6324,5m73.A.249,val,"{'name': 'GTP', 'id': ['H_GTP', 105, ' ']}"
6325,5ndv.3.53,train,
6326,5ndv.3.66,train,
6327,5ndv.3.89,train,
6328,5ndv.3.87,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6329,5ndv.3.115,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6330,5ndv.3.109,train,
6331,5ndv.3.74,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6332,5ndv.3.58,train,
6333,5ndv.3.76,train,
6334,5ndv.3.32,train,
6335,5ndv.3.62,train,
6336,5ndv.3.83,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6337,5ndv.3.1,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6338,5ndv.3.13,train,
6339,5ndv.3.80,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6340,5ndv.3.59,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6341,5ndv.3.114,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6342,5ndv.3.6,train,
6343,5ndv.3.64,train,
6344,5ndv.3.78,train,
6345,5ndv.3.37,train,
6346,5ndv.3.28,train,
6347,5ndv.3.88,train,
6348,5ndv.3.70,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6349,5ndv.3.7,train,
6350,5ndv.3.111,train,
6351,5ndv.3.86,train,
6352,5ndv.3.40,train,
6353,5ndv.3.108,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6354,5ndv.3.102,train,
6355,5ndv.3.23,train,
6356,5ndv.3.47,train,
6357,5ndv.3.48,train,
6358,5ndv.3.82,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6359,5ndv.3.85,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6360,5ndv.3.33,train,
6361,5ndv.3.75,train,
6362,5ndv.3.68,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6363,5ndv.3.56,train,
6364,5ndv.3.104,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6365,5ndv.3.105,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6366,5ndv.3.21,train,
6367,5ndv.3.107,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6368,5ndv.3.103,train,
6369,5ndv.3.2,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6370,5ndv.3.52,train,
6371,5ndv.3.94,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6372,5ndv.3.55,train,
6373,5ndv.3.46,train,
6374,5ndv.3.101,train,"{'name': 'PAR', 'id': ['H_PAR', 3413, ' ']}"
6375,5ndv.3.99,train,"{'name': 'PAR', 'id': ['H_PAR', 3413, ' ']}"
6376,5ndv.3.91,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6377,5ndv.3.61,train,
6378,5ndv.3.121,train,
6379,5ndv.3.15,train,
6380,5ndv.3.27,train,
6381,5ndv.3.41,train,
6382,5ndv.3.4,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6383,5ndv.3.25,train,
6384,5ndv.3.29,train,
6385,5ndv.3.22,train,
6386,5ndv.3.3,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6387,5ndv.3.71,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6388,5ndv.3.118,train,
6389,5ndv.3.106,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6390,5ndv.3.65,train,
6391,5ndv.3.67,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6392,5ndv.3.98,train,
6393,5ndv.3.8,train,
6394,5ndv.3.31,train,
6395,5ndv.3.117,train,
6396,5ndv.3.36,train,
6397,5ndv.3.35,train,
6398,5ndv.3.113,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6399,5ndv.3.84,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6400,5ndv.3.14,train,
6401,5ndv.3.54,train,
6402,5ndv.3.119,train,
6403,5ndv.3.100,train,"{'name': 'PAR', 'id': ['H_PAR', 3413, ' ']}"
6404,5ndv.3.30,train,
6405,5ndv.3.18,train,
6406,5ndv.3.9,train,
6407,5ndv.3.90,train,
6408,5ndv.3.110,train,
6409,5ndv.3.57,train,
6410,5ndv.3.116,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6411,5ndv.3.5,train,
6412,5ndv.3.92,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6413,5ndv.3.12,train,
6414,5ndv.3.96,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6415,5ndv.3.69,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6416,5ndv.3.39,train,
6417,5ndv.3.49,train,
6418,5ndv.3.26,train,
6419,5ndv.3.50,train,
6420,5ndv.3.60,train,"{'name': 'PAR', 'id': ['H_PAR', 201, ' ']}"
6421,5ndv.3.16,train,
6422,5ndv.3.95,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6423,5ndv.3.11,train,
6424,5ndv.3.20,train,
6425,5ndv.3.43,train,
6426,5ndv.3.120,train,
6427,5ndv.3.38,train,
6428,5ndv.3.97,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6429,5ndv.3.81,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6430,5ndv.3.112,train,
6431,5ndv.3.10,train,
6432,5ndv.3.19,train,
6433,5ndv.3.79,train,
6434,5ndv.3.44,train,
6435,5ndv.3.63,train,
6436,5ndv.3.17,train,
6437,5ndv.3.34,train,
6438,5ndv.3.73,train,
6439,5ndv.3.77,train,
6440,5ndv.3.93,train,"{'name': 'PAR', 'id': ['H_PAR', 202, ' ']}"
6441,5ndv.3.51,train,
6442,5ndv.3.45,train,
6443,5ndv.3.42,train,
6444,5ndv.3.72,train,"{'name': 'PAR', 'id': ['H_PAR', 203, ' ']}"
6445,5ndv.3.24,train,
6446,5o7h.A.2,val,"{'name': 'MSE', 'id': ['H_MSE', 55, ' ']}"
6447,5o7h.A.1,val,
6448,5o7h.A.3,val,
6449,5o7h.A.4,val,
6450,5o7h.A.5,val,
6451,5o7h.A.6,val,"{'name': 'MSE', 'id': ['H_MSE', 107, ' ']}"
6452,5o7h.A.7,val,
6453,5o7h.A.8,val,
6454,5o7h.A.9,val,"{'name': 'MSE', 'id': ['H_MSE', 35, ' ']}"
6455,5o7h.A.10,val,
6456,5o7h.A.11,val,
6457,5o7h.A.12,val,
6458,5o7h.A.13,val,
6459,5o7h.A.14,val,
6460,5o7h.A.15,val,
6461,5o7h.A.16,val,
6462,5o7h.A.17,val,
6463,5o7h.A.18,val,
6464,5o7h.A.19,val,
6465,5o7h.A.20,val,
6466,5o7h.A.21,val,
6467,5o7h.A.22,val,
6468,5o7h.A.23,val,
6469,5o7h.A.24,val,
6470,5o7h.A.25,val,
6471,5o7h.A.26,val,
6472,5o7h.A.27,val,"{'name': 'MSE', 'id': ['H_MSE', 130, ' ']}"
6473,5o7h.A.28,val,"{'name': 'MSE', 'id': ['H_MSE', 130, ' ']}"
6474,5o7h.A.29,val,
6475,5o7h.A.30,val,
6476,5o7h.A.31,val,
6477,5o7h.A.32,val,
6478,5o7h.A.33,val,
6479,5o7h.A.34,val,
6480,5o7h.A.35,val,
6481,5o7h.A.36,val,
6482,5o7h.A.37,val,
6483,5o7h.A.38,val,
6484,5o7h.A.39,val,
6485,5o7h.A.40,val,
6486,5o7h.A.41,val,
6487,5o7h.A.42,val,
6488,5o7h.A.43,val,
6489,5u30.B.21,train,
6490,5u30.B.20,train,
6491,5u30.B.22,train,
6492,5u30.B.23,train,
6493,5u30.B.24,train,
6494,5u30.B.25,train,
6495,5u30.B.26,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6496,5u30.B.27,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6497,5u30.B.28,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6498,5u30.B.29,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6499,5u30.B.30,train,
6500,5u30.B.31,train,
6501,5u30.B.32,train,
6502,5u30.B.33,train,
6503,5u30.B.34,train,
6504,5u30.B.35,train,
6505,5u30.B.36,train,
6506,5u30.B.37,train,
6507,5u30.B.38,train,
6508,5u30.B.39,train,
6509,5u30.B.40,train,
6510,5u30.B.41,train,
6511,5u30.B.42,train,
6512,5u30.B.43,train,
6513,5u30.B.44,train,
6514,5u30.B.45,train,
6515,5u30.B.46,train,
6516,5u30.B.47,train,"{'name': 'MSE', 'id': ['H_MSE', 726, ' ']}"
6517,5u30.B.48,train,
6518,5u30.B.49,train,
6519,5u30.B.50,train,
6520,5u30.B.51,train,
6521,5u30.B.52,train,
6522,5u30.B.53,train,
6523,5u30.B.54,train,
6524,5u30.B.55,train,
6525,5u30.B.56,train,
6526,5u30.B.57,train,
6527,5u30.B.58,train,
6528,5u30.B.59,train,
6529,5u30.B.60,train,
6530,5u30.B.61,train,
6531,5u30.B.62,train,
6532,5u30.B.63,train,
6533,5u30.B.64,train,
6534,5u30.B.65,train,
6535,5u30.B.66,train,
6536,5u30.B.67,train,
6537,5u30.B.68,train,
6538,5u30.B.69,train,
6539,5u30.B.70,train,
6540,5u30.B.71,train,
6541,5u30.B.83,train,
6542,5u30.B.82,train,
6543,5u30.B.84,train,
6544,5u30.B.85,train,
6545,5u30.B.86,train,
6546,5u30.B.87,train,
6547,5u30.B.88,train,
6548,5u30.B.89,train,
6549,5u30.B.90,train,"{'name': 'MSE', 'id': ['H_MSE', 818, ' ']}"
6550,5u30.B.91,train,"{'name': 'MSE', 'id': ['H_MSE', 818, ' ']}"
6551,5u30.B.92,train,"{'name': 'MSE', 'id': ['H_MSE', 1, ' ']}"
6552,5u30.B.93,train,
6553,5u30.B.94,train,
6554,5u30.B.95,train,
6555,5u30.B.96,train,
6556,5u30.B.97,train,
6557,5u30.B.98,train,
6558,5u30.B.99,train,"{'name': 'MSE', 'id': ['H_MSE', 376, ' ']}"
6559,5u30.B.100,train,"{'name': 'MSE', 'id': ['H_MSE', 868, ' ']}"
6560,5u30.B.101,train,"{'name': 'MSE', 'id': ['H_MSE', 868, ' ']}"
6561,5u30.B.102,train,"{'name': 'MSE', 'id': ['H_MSE', 868, ' ']}"
6562,5u30.B.103,train,
6563,5u30.B.104,train,
6564,5u30.B.105,train,
6565,5u30.B.106,train,
6566,5u30.B.107,train,
6567,5u30.B.108,train,
6568,5u30.B.109,train,
6569,5u30.B.110,train,
6570,5u30.B.111,train,
6571,5w0o.C.2,train,
6572,5w0o.C.1,train,
6573,5w0o.C.3,train,
6574,5w0o.C.4,train,
6575,5w0o.C.5,train,
6576,5w0o.C.6,train,
6577,5w0o.C.7,train,
6578,5w0o.C.8,train,
6579,5w0o.C.9,train,
6580,5w0o.C.10,train,
6581,5w0o.C.11,train,
6582,5w0o.C.12,train,
6583,5w0o.C.13,train,
6584,5w0o.C.14,train,
6585,5w0o.C.15,train,"{'name': 'UTP', 'id': ['H_UTP', 1401, ' ']}"
6586,5w0o.D.2,train,
6587,5w0o.D.1,train,
6588,5w0o.D.3,train,
6589,5w0o.D.4,train,
6590,5w0o.D.5,train,
6591,5w0o.D.6,train,
6592,5w0o.D.7,train,
6593,5w0o.D.8,train,
6594,5w0o.D.9,train,
6595,5w0o.D.10,train,
6596,5w0o.D.11,train,
6597,5w0o.D.12,train,
6598,5w0o.D.13,train,
6599,5w0o.D.14,train,"{'name': 'UTP', 'id': ['H_UTP', 1401, ' ']}"
6600,5w0o.D.15,train,"{'name': 'UTP', 'id': ['H_UTP', 1401, ' ']}"
6601,5wqe.B.24,train,
6602,5wqe.B.23,train,
6603,5wqe.B.25,train,
6604,5wqe.B.26,train,
6605,5wqe.B.27,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6606,5wqe.B.28,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6607,5wqe.B.29,train,"{'name': 'MSE', 'id': ['H_MSE', 443, ' ']}"
6608,5wqe.B.30,train,
6609,5wqe.B.31,train,
6610,5wqe.B.32,train,
6611,5wqe.B.33,train,
6612,5wqe.B.34,train,
6613,5wqe.B.35,train,
6614,5wqe.B.36,train,
6615,5wqe.B.37,train,
6616,5wqe.B.38,train,
6617,5wqe.B.39,train,
6618,5wqe.B.40,train,
6619,5wqe.B.41,train,
6620,5wqe.B.42,train,
6621,5wqe.B.43,train,
6622,5wqe.B.44,train,
6623,5wqe.B.48,train,
6624,5wqe.B.47,train,"{'name': 'MSE', 'id': ['H_MSE', 726, ' ']}"
6625,5wqe.B.49,train,
6626,5wqe.B.50,train,
6627,5wqe.B.51,train,
6628,5wqe.B.52,train,
6629,5wqe.B.53,train,
6630,5wqe.B.54,train,
6631,5wqe.B.55,train,
6632,5wqe.B.59,train,
6633,5wqe.B.58,train,
6634,5wqe.B.60,train,
6635,5wqe.B.61,train,
6636,5wqe.B.62,train,
6637,5wqe.B.87,train,
6638,5wqe.B.86,train,
6639,5wqe.B.88,train,
6640,5wqe.B.89,train,
6641,5wqe.B.90,train,
6642,5wqe.B.91,train,"{'name': 'MSE', 'id': ['H_MSE', 818, ' ']}"
6643,5wqe.B.92,train,
6644,5wqe.B.93,train,
6645,5wqe.B.94,train,
6646,5wqe.B.95,train,
6647,5wqe.B.96,train,
6648,5wwr.C.3,train,"{'name': 'SFG', 'id': ['H_SFG', 501, ' ']}"
6649,5wwr.C.2,train,
6650,5wwr.C.4,train,
6651,5wwr.C.5,train,
6652,5wwr.C.6,train,
6653,5wwr.C.7,train,
6654,5wwr.C.8,train,
6655,5wwr.C.9,train,
6656,5wwr.C.10,train,
6657,5wwr.C.11,train,
6658,5wwr.C.12,train,
6659,5wwr.C.13,train,
6660,5wwr.C.14,train,
6661,5wwr.C.15,train,
6662,5wwr.C.16,train,
6663,5wwr.C.19,train,
6664,5wwr.C.18,train,
6665,5wwr.C.20,train,
6666,5wwr.C.21,train,
6667,5wwr.C.22,train,
6668,5wwr.C.23,train,
6669,5wwr.C.24,train,
6670,5wwr.C.25,train,
6671,5wwr.C.26,train,
6672,5wwr.C.27,train,
6673,5wwr.C.28,train,
6674,5wwr.C.29,train,
6675,5wwr.C.30,train,
6676,5wwr.C.31,train,
6677,5wwr.C.32,train,
6678,5wwr.C.33,train,
6679,5wwr.C.37,train,
6680,5wwr.C.36,train,
6681,5wwr.C.38,train,
6682,5wwr.C.39,train,
6683,5wwr.C.40,train,
6684,5wwr.C.41,train,
6685,5wwr.C.42,train,
6686,5wwr.C.43,train,
6687,5wwr.C.44,train,
6688,5wwr.C.45,train,
6689,5wwr.C.46,train,
6690,5wwr.C.47,train,
6691,5wwr.C.48,train,
6692,5wwr.C.49,train,
6693,5wwr.C.50,train,
6694,5wwr.C.51,train,
6695,5wwr.C.52,train,
6696,5wwr.C.53,train,
6697,5wwr.C.54,train,
6698,5wwr.C.55,train,
6699,5wwr.C.56,train,
6700,5wwr.C.57,train,
6701,5wwr.C.58,train,
6702,5wwr.C.59,train,
6703,5wwr.C.60,train,
6704,5wwr.C.61,train,
6705,5wwr.C.62,train,
6706,5wwr.C.63,train,
6707,5wwr.C.64,train,
6708,5wwr.C.65,train,
6709,5wwr.C.66,train,
6710,5wwr.C.67,train,
6711,5wwr.C.68,train,
6712,5wwr.C.69,train,
6713,5wwr.C.70,train,"{'name': 'SFG', 'id': ['H_SFG', 501, ' ']}"
6714,5wwr.C.71,train,"{'name': 'SFG', 'id': ['H_SFG', 501, ' ']}"
6715,5wwr.C.72,train,"{'name': 'SFG', 'id': ['H_SFG', 501, ' ']}"
6716,5wwr.C.73,train,"{'name': 'SFG', 'id': ['H_SFG', 501, ' ']}"
6717,5wwr.C.74,train,
6718,5wwr.C.75,train,
6719,5wwr.C.76,train,
6720,5xtm.B.3,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6721,5xtm.B.2,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6722,5xtm.B.4,val,
6723,5xtm.B.5,val,
6724,5xtm.B.6,val,
6725,5xtm.B.7,val,
6726,5xtm.B.8,val,
6727,5xtm.B.9,val,
6728,5xtm.B.10,val,
6729,5xtm.B.11,val,
6730,5xtm.B.12,val,
6731,5xtm.B.13,val,
6732,5xtm.B.14,val,
6733,5xtm.B.15,val,
6734,5xtm.B.16,val,
6735,5xtm.B.17,val,
6736,5xtm.B.18,val,
6737,5xtm.B.19,val,
6738,5xtm.B.20,val,
6739,5xtm.B.21,val,
6740,5xtm.B.22,val,
6741,5xtm.B.23,val,
6742,5xtm.B.24,val,
6743,5xtm.B.25,val,
6744,5xtm.B.26,val,
6745,5xtm.B.27,val,
6746,5xtm.B.28,val,
6747,5xtm.B.29,val,
6748,5xtm.B.30,val,
6749,5xtm.B.31,val,
6750,5xtm.B.32,val,
6751,5xtm.B.33,val,
6752,5xtm.B.34,val,
6753,5xtm.B.35,val,
6754,5xtm.B.36,val,
6755,5xtm.B.37,val,
6756,5xtm.B.38,val,
6757,5xtm.B.39,val,
6758,5xtm.B.40,val,
6759,5xtm.B.41,val,
6760,5xtm.B.42,val,
6761,5xtm.B.43,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6762,5xtm.B.44,val,
6763,5xtm.B.45,val,
6764,5xtm.B.46,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6765,5xtm.B.47,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6766,5xtm.D.3,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6767,5xtm.D.2,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6768,5xtm.D.4,val,
6769,5xtm.D.5,val,
6770,5xtm.D.6,val,
6771,5xtm.D.7,val,
6772,5xtm.D.8,val,
6773,5xtm.D.9,val,
6774,5xtm.D.10,val,
6775,5xtm.D.11,val,
6776,5xtm.D.12,val,
6777,5xtm.D.13,val,
6778,5xtm.D.14,val,
6779,5xtm.D.15,val,
6780,5xtm.D.16,val,
6781,5xtm.D.17,val,
6782,5xtm.D.18,val,
6783,5xtm.D.19,val,
6784,5xtm.D.20,val,
6785,5xtm.D.21,val,
6786,5xtm.D.22,val,
6787,5xtm.D.23,val,
6788,5xtm.D.24,val,
6789,5xtm.D.25,val,
6790,5xtm.D.26,val,
6791,5xtm.D.27,val,
6792,5xtm.D.28,val,
6793,5xtm.D.29,val,
6794,5xtm.D.30,val,
6795,5xtm.D.31,val,
6796,5xtm.D.32,val,
6797,5xtm.D.33,val,
6798,5xtm.D.34,val,
6799,5xtm.D.35,val,
6800,5xtm.D.36,val,
6801,5xtm.D.37,val,
6802,5xtm.D.38,val,
6803,5xtm.D.39,val,
6804,5xtm.D.40,val,
6805,5xtm.D.41,val,
6806,5xtm.D.42,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6807,5xtm.D.43,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6808,5xtm.D.44,val,
6809,5xtm.D.45,val,
6810,5xtm.D.46,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6811,5xtm.D.47,val,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
6812,5xwp.C.2,train,"{'name': 'MSE', 'id': ['H_MSE', 1086, ' ']}"
6813,5xwp.C.1,train,
6814,5xwp.C.3,train,"{'name': 'MSE', 'id': ['H_MSE', 1086, ' ']}"
6815,5xwp.C.4,train,
6816,5xwp.C.5,train,
6817,5xwp.C.6,train,
6818,5xwp.C.7,train,
6819,5xwp.C.8,train,
6820,5xwp.C.9,train,
6821,5xwp.C.10,train,
6822,5xwp.C.11,train,
6823,5xwp.C.12,train,
6824,5xwp.C.13,train,
6825,5xwp.C.14,train,
6826,5xwp.C.15,train,
6827,5xwp.C.16,train,
6828,5xwp.C.17,train,
6829,5xwp.C.18,train,
6830,5xwp.C.19,train,"{'name': 'MSE', 'id': ['H_MSE', 1, ' ']}"
6831,5xwp.C.20,train,"{'name': 'MSE', 'id': ['H_MSE', 1, ' ']}"
6832,5xwp.C.21,train,"{'name': 'MSE', 'id': ['H_MSE', 1, ' ']}"
6833,5xwp.C.22,train,
6834,5xwp.C.23,train,
6835,5xwp.C.24,train,
6836,5xwp.C.25,train,
6837,5xwp.C.26,train,
6838,5xwp.C.27,train,
6839,5xwp.C.28,train,
6840,5xwp.C.29,train,
6841,5xwp.C.30,train,
6842,5xwp.C.31,train,
6843,5xwp.C.32,train,
6844,5xwp.C.33,train,
6845,5xwp.C.34,train,
6846,5xwp.C.35,train,"{'name': 'MSE', 'id': ['H_MSE', 663, ' ']}"
6847,5xwp.C.36,train,
6848,5xwp.C.37,train,
6849,5xwp.C.38,train,
6850,5xwp.C.39,train,
6851,5xwp.C.40,train,
6852,5xwp.C.41,train,
6853,5xwp.C.42,train,
6854,5xwp.C.43,train,
6855,5xwp.C.44,train,
6856,5xwp.C.45,train,
6857,5xwp.C.46,train,
6858,5xwp.C.47,train,
6859,5xwp.C.48,train,
6860,5xwp.C.49,train,
6861,5xwp.C.50,train,
6862,5xwp.C.51,train,
6863,5xwp.C.52,train,
6864,5xwp.C.53,train,
6865,5xwp.C.54,train,
6866,5xwp.C.55,train,
6867,5xwp.C.56,train,
6868,5xwp.C.57,train,
6869,5xwp.C.58,train,
6870,5xwp.D.2,train,
6871,5xwp.D.1,train,
6872,5xwp.D.3,train,
6873,5xwp.D.4,train,
6874,5xwp.D.5,train,
6875,5xwp.D.6,train,
6876,5xwp.D.7,train,
6877,5xwp.D.8,train,
6878,5xwp.D.9,train,
6879,5xwp.D.10,train,
6880,5xwp.D.11,train,
6881,5xwp.D.12,train,
6882,5xwp.D.13,train,
6883,5xwp.D.14,train,
6884,5xwp.D.15,train,
6885,5xwp.D.16,train,
6886,5xwp.D.17,train,
6887,5xwp.D.18,train,
6888,5xwp.D.19,train,
6889,5xwp.D.20,train,
6890,5xwp.D.21,train,
6891,5xwp.D.22,train,
6892,5xwp.D.23,train,
6893,5xwp.D.24,train,
6894,5xwp.D.25,train,
6895,5xwp.D.26,train,"{'name': 'MSE', 'id': ['H_MSE', 663, ' ']}"
6896,5xwp.D.27,train,"{'name': 'MSE', 'id': ['H_MSE', 663, ' ']}"
6897,5xwp.D.28,train,
6898,5xwp.D.29,train,"{'name': 'MSE', 'id': ['H_MSE', 1, ' ']}"
6899,5xwp.D.30,train,"{'name': 'MSE', 'id': ['H_MSE', 44, ' ']}"
6900,5y7m.B.3,train,
6901,5y7m.B.2,train,"{'name': 'GTP', 'id': ['H_GTP', 101, ' ']}"
6902,5y7m.B.4,train,
6903,5y7m.B.5,train,
6904,5y7m.B.6,train,
6905,5y7m.B.7,train,
6906,5y7m.B.8,train,
6907,5y7m.B.9,train,
6908,5y7m.B.10,train,
6909,5y7m.B.11,train,
6910,5y7m.B.12,train,
6911,5y7m.B.13,train,
6912,5y7m.B.14,train,
6913,5y7m.B.15,train,
6914,5y7m.B.16,train,
6915,5y7m.B.17,train,
6916,5y7m.B.18,train,
6917,5y7m.B.19,train,
6918,5y7m.B.20,train,
6919,5y7m.B.21,train,
6920,5y7m.B.22,train,
6921,5y7m.B.23,train,
6922,5y7m.B.24,train,
6923,5y7m.B.25,train,
6924,5y7m.B.26,train,
6925,5y7m.B.27,train,
6926,5y7m.B.28,train,
6927,5y7m.B.29,train,
6928,5y7m.B.30,train,
6929,5y7m.B.31,train,
6930,5y7m.B.32,train,
6931,5y7m.B.33,train,
6932,5y7m.B.34,train,
6933,5y7m.B.35,train,
6934,5y7m.B.36,train,
6935,5y7m.B.37,train,
6936,5y7m.B.38,train,
6937,5y7m.B.39,train,
6938,5y7m.B.40,train,
6939,5y7m.B.41,train,
6940,5y7m.B.42,train,
6941,5y7m.B.43,train,
6942,5y7m.B.44,train,
6943,5y7m.B.45,train,
6944,5y7m.B.46,train,
6945,5y7m.B.47,train,
6946,5y7m.B.48,train,
6947,5y7m.B.49,train,
6948,5y7m.B.50,train,
6949,5y7m.B.51,train,"{'name': 'GTP', 'id': ['H_GTP', 101, ' ']}"
6950,5y7m.B.52,train,"{'name': 'GTP', 'id': ['H_GTP', 101, ' ']}"
6951,5ztm.C.116,test,"{'name': 'GTP', 'id': ['H_GTP', 114, ' ']}"
6952,5ztm.C.115,test,"{'name': 'GTP', 'id': ['H_GTP', 114, ' ']}"
6953,5ztm.C.117,test,
6954,5ztm.C.118,test,
6955,5ztm.C.119,test,
6956,5ztm.C.120,test,
6957,5ztm.C.121,test,
6958,5ztm.C.122,test,
6959,5ztm.C.123,test,
6960,5ztm.C.124,test,
6961,5ztm.C.125,test,
6962,5ztm.C.126,test,
6963,5ztm.C.127,test,
6964,5ztm.C.128,test,
6965,5ztm.C.129,test,
6966,5ztm.C.130,test,
6967,5ztm.C.131,test,
6968,5ztm.C.132,test,
6969,5ztm.C.133,test,
6970,5ztm.C.134,test,
6971,5ztm.C.142,test,
6972,5ztm.C.141,test,
6973,5ztm.C.143,test,
6974,5ztm.C.144,test,
6975,5ztm.C.145,test,
6976,5ztm.C.146,test,
6977,5ztm.C.147,test,
6978,5ztm.C.148,test,
6979,5ztm.C.149,test,
6980,5ztm.C.150,test,
6981,5ztm.C.151,test,
6982,5ztm.C.152,test,
6983,5ztm.C.153,test,
6984,5ztm.C.154,test,
6985,5ztm.C.155,test,
6986,5ztm.C.156,test,
6987,5ztm.C.157,test,
6988,5ztm.C.158,test,
6989,5ztm.C.159,test,
6990,5ztm.C.160,test,
6991,5ztm.C.161,test,
6992,5ztm.C.162,test,
6993,5ztm.C.163,test,
6994,5ztm.C.164,test,
6995,5ztm.C.165,test,
6996,5ztm.C.166,test,
6997,5ztm.C.167,test,"{'name': 'GTP', 'id': ['H_GTP', 114, ' ']}"
6998,5ztm.C.168,test,"{'name': 'GTP', 'id': ['H_GTP', 114, ' ']}"
6999,6aay.B.16,test,
7000,6aay.B.15,test,"{'name': 'MSE', 'id': ['H_MSE', 358, ' ']}"
7001,6aay.B.17,test,
7002,6aay.B.18,test,
7003,6aay.B.19,test,
7004,6aay.B.20,test,
7005,6aay.B.21,test,
7006,6aay.B.22,test,
7007,6aay.B.23,test,
7008,6aay.B.24,test,
7009,6aay.B.25,test,
7010,6aay.B.26,test,
7011,6aay.B.27,test,
7012,6aay.B.28,test,
7013,6aay.B.29,test,
7014,6aay.B.30,test,
